ETC,DEPARTAMENTO,MUNICIPIO,AÑO,CÓDIGO_MUNICIPIO,CÓDIGO_DEPARTAMENTO,CÓDIGO_ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
Santander (ETC),Santander,Simacota,2016,68745,68,3808,1689,104.5,104.5,56.49,103.05,89.39,34.66,127.71,106.49,129.82,159.03,73.29,26.09,2.16,1.83,1.77,3.11,0.78,93.97,0.61,95.46,89.84,98.45,3.87,2.77,7.05,0.78,0.72,0.0,0.44,1.48,0.0
Santander (ETC),Santander,Socorro,2016,68755,68,3808,5897,94.2,94.17,55.77,92.25,88.31,51.43,110.85,95.39,112.93,123.28,92.18,48.48,4.49,7.01,3.76,5.49,2.88,86.77,0.0,92.9,78.48,88.49,8.73,3.34,16.03,8.63,1.62,0.96,0.52,3.38,0.41
Santander (ETC),Santander,Suaita,2016,68770,68,3808,1969,99.8,99.85,60.23,96.41,87.5,62.15,108.53,80.68,112.32,117.41,96.62,33.33,4.4,4.23,3.62,6.06,2.94,87.44,0.0,89.24,81.96,90.81,8.16,7.14,11.98,6.25,0.83,0.0,1.06,1.01,0.0
Casanare (ETC),Casanare,La Salina,2016,85136,85,3825,363,73.6,73.55,36.67,72.9,58.33,29.31,78.79,50.0,89.03,82.5,58.62,17.7230508504108,1.75,0.0,1.45,2.02,2.94,98.25,0.0,98.55,97.98,97.06,0.0,0.0,0.0,0.0,2.1,0.0,4.35,0.0,0.0
Santander (ETC),Santander,Sucre,2016,68773,68,3808,1841,74.9,74.9,30.06,73.72,63.03,34.32,87.34,52.76,90.13,101.01,71.95,16.67,2.69,4.65,1.99,3.53,2.25,92.82,0.0,96.59,87.53,91.01,4.49,1.42,8.94,6.74,0.28,0.0,0.43,0.21,0.0
Santander (ETC),Santander,Suratá,2016,68780,68,3808,619,103.4,103.39,85.19,110.73,78.61,47.57,118.42,124.07,127.59,121.89,85.44,10.34,4.26,2.99,3.3,5.83,5.41,82.5,2.99,89.79,68.93,77.03,13.24,6.91,25.24,17.57,3.09,0.0,2.7,3.88,5.41
Santander (ETC),Santander,Tona,2016,68820,68,3808,1482,78.4,78.41,51.2,82.52,66.6,41.73,85.36,76.0,94.77,86.15,65.75,26.92,0.34,0.0,0.0,0.51,1.35,94.14,0.0,95.86,90.23,94.59,5.52,4.14,9.25,4.05,0.34,0.0,0.54,0.26,0.0
Santander (ETC),Santander,Valle de San José,2016,68855,68,3808,898,113.5,113.25,59.21,113.26,111.68,53.25,122.83,100.0,130.39,140.55,86.39,53.85,2.86,3.03,1.8,4.0,3.13,90.42,1.52,92.12,86.13,94.53,6.71,6.08,9.87,2.34,1.97,1.52,3.6,0.8,0.0
Santander (ETC),Santander,Vélez,2016,68861,68,3808,4412,81.9,81.89,31.27,76.43,75.36,48.9,96.71,60.21,93.76,109.23,98.9,27.45,3.76,2.65,1.19,6.92,3.46,87.21,0.0,93.54,78.3,88.01,9.03,5.27,14.78,8.54,3.17,0.53,2.39,5.27,1.02
Santander (ETC),Santander,Vetas,2016,68867,68,3808,580,53.8,53.79,23.53,50.82,55.5,30.85,61.55,41.18,58.61,72.25,58.51,16.67,0.31,0.0,0.0,0.84,0.0,90.12,0.0,90.91,86.55,92.68,9.57,9.09,12.61,7.32,0.62,0.0,1.4,0.0,0.0
Santander (ETC),Santander,Villanueva,2016,68872,68,3808,1006,113.0,113.02,42.17,109.09,114.8,63.22,129.92,96.39,127.27,156.8,101.15,14.29,2.26,5.41,0.77,4.17,0.0,91.31,0.0,94.05,86.81,93.55,6.43,5.18,9.03,6.45,0.43,0.0,0.0,1.16,0.0
Santander (ETC),Santander,Zapatoca,2016,68895,68,3808,1694,110.0,110.04,71.33,109.58,95.45,59.65,126.8,105.33,127.61,139.53,111.58,20.0,3.5,7.14,1.8,3.44,8.06,85.32,0.71,92.15,79.53,68.82,11.18,6.05,17.03,23.12,2.24,0.0,1.8,2.72,4.3
Sincelejo,Sucre,Sincelejo,2016,70001,70,3814,60370,98.3,98.18,71.03,98.29,80.54,51.51,111.44,100.65,118.86,112.61,96.67,94.79,2.48,2.77,2.01,3.25,1.76,87.0,0.0,89.31,81.68,88.62,10.52,8.68,15.07,9.63,0.62,0.18,0.52,0.9,0.43
Sucre (ETC),Sucre,Buenavista,2016,70110,70,3813,2294,91.0,90.98,56.48,86.19,73.29,41.32,102.05,100.52,111.84,104.39,71.9,54.55,2.99,2.99,1.34,5.2,2.8,83.46,7.19,86.43,77.87,84.58,13.55,12.23,16.93,12.62,0.86,0.0,0.62,1.2,1.4
Sucre (ETC),Sucre,Caimito,2016,70124,70,3813,2861,107.1,107.06,67.61,108.89,78.82,39.71,118.7,114.57,139.23,118.82,70.16,29.63,7.11,7.07,5.36,10.39,5.25,81.07,0.71,82.66,74.16,86.23,11.82,11.98,15.45,8.52,0.12,0.0,0.0,0.19,0.66
Sucre (ETC),Sucre,Colosó,2016,70204,70,3813,1321,124.1,124.07,70.0,119.71,111.11,45.95,139.14,122.73,150.91,155.1,86.49,46.67,0.46,1.48,0.48,0.32,0.0,80.29,0.0,87.52,62.64,97.32,19.25,12.0,37.04,2.68,1.16,0.0,1.33,1.45,0.0
Sucre (ETC),Sucre,Corozal,2016,70215,70,3813,13329,105.1,104.95,62.82,104.5,85.48,57.81,121.32,130.37,128.15,117.65,108.41,81.08,2.11,2.95,1.62,2.81,1.31,87.7,6.39,90.69,82.11,90.27,10.19,7.69,15.08,8.42,0.77,0.66,0.75,0.98,0.36
Sucre (ETC),Sucre,Coveñas,2016,70221,70,3813,3443,94.3,94.07,56.75,92.82,74.78,46.98,112.98,126.3,118.06,112.61,93.95,64.29,3.52,3.42,1.42,5.85,4.95,88.6,0.0,93.76,80.55,85.14,7.88,4.83,13.6,9.91,2.23,0.0,2.96,2.07,1.89
Sucre (ETC),Sucre,Chalán,2016,70230,70,3813,1069,92.1,92.14,48.35,77.06,80.17,35.67,109.92,106.59,102.67,132.4,83.63,44.44,3.72,0.0,2.6,5.79,4.3,85.21,0.0,82.21,84.38,88.17,11.07,15.18,9.82,7.53,0.0,0.0,0.0,0.0,0.0
Sucre (ETC),Sucre,El Roble,2016,70233,70,3813,2576,80.3,80.32,61.64,79.11,56.68,36.52,90.1,128.77,102.51,79.09,60.62,56.25,4.05,4.96,3.8,5.2,0.85,87.97,11.35,90.04,84.84,92.37,7.97,6.16,9.96,6.78,0.52,0.35,0.54,0.59,0.42
Sucre (ETC),Sucre,Galeras,2016,70235,70,3813,5066,90.3,90.19,59.63,82.99,70.46,42.39,108.63,149.88,113.58,102.85,85.99,69.23,3.79,2.71,3.49,5.22,2.1,88.25,0.32,88.3,84.08,90.02,7.96,8.21,10.7,7.88,0.9,1.44,0.85,0.89,0.53
Sucre (ETC),Sucre,Guaranda,2016,70265,70,3813,4608,85.5,85.48,56.47,90.43,54.61,27.28,97.11,132.34,118.94,81.68,55.2,40.0,4.17,4.67,2.07,6.95,7.6,87.77,0.0,90.35,78.79,89.77,8.06,7.58,14.26,2.63,0.7,0.78,0.73,0.79,0.0
Sucre (ETC),Sucre,La Unión,2016,70400,70,3813,2742,97.2,97.19,52.97,90.9,66.08,37.47,113.68,122.46,121.8,112.47,89.23,37.04,1.76,1.73,1.76,1.9,1.32,87.91,3.46,85.62,87.14,94.41,10.33,12.61,10.96,4.28,0.57,0.69,0.85,0.32,0.0
Sucre (ETC),Sucre,Los Palmitos,2016,70418,70,3813,4095,113.7,113.68,76.97,108.75,85.8,59.21,129.6,173.47,136.43,124.52,100.73,59.26,1.17,1.87,1.01,1.35,0.64,88.61,0.0,90.15,81.93,92.68,10.22,8.84,16.72,6.69,0.12,0.0,0.24,0.06,0.0
Sucre (ETC),Sucre,Majagual,2016,70429,70,3813,8150,105.7,105.6,57.95,101.58,75.71,48.14,126.33,153.98,136.7,112.63,112.82,22.22,2.16,1.67,2.07,2.74,1.54,92.34,0.84,92.42,89.37,94.82,5.49,5.52,7.89,3.63,0.34,1.02,0.36,0.14,0.09
Sucre (ETC),Sucre,Morroa,2016,70473,70,3813,3331,80.6,80.61,48.2,78.87,57.79,30.89,99.7,98.92,117.0,94.87,66.96,68.42,1.67,1.93,1.82,1.77,0.35,84.92,6.95,87.32,77.94,91.26,13.41,10.86,20.29,8.39,0.03,0.0,0.0,0.1,0.0
Sucre (ETC),Sucre,Ovejas,2016,70508,70,3813,5050,100.5,100.44,69.91,97.32,79.36,56.84,115.05,133.8,123.0,111.18,92.23,69.23,2.42,2.64,1.29,3.55,3.37,89.68,2.26,90.07,86.82,91.27,7.9,8.64,9.63,5.36,1.04,0.0,0.9,1.6,0.92
Sucre (ETC),Sucre,Palmito,2016,70523,70,3813,3915,84.1,84.14,46.47,82.55,64.55,40.78,100.43,105.0,109.66,96.02,82.38,60.87,2.61,3.08,1.81,3.74,2.41,87.37,0.0,90.96,78.94,87.71,10.01,7.23,17.32,9.88,0.39,0.28,0.23,0.7,0.24
Sucre (ETC),Sucre,Sampués,2016,70670,70,3813,9214,106.6,106.53,78.35,108.87,76.85,44.7,124.48,163.53,134.53,115.88,96.14,57.89,2.04,1.43,1.5,3.05,2.15,88.17,0.93,88.66,83.94,87.8,9.8,9.84,13.02,10.05,0.03,0.0,0.04,0.03,0.0
Sucre (ETC),Sucre,San Benito Abad,2016,70678,70,3813,6607,93.5,93.51,60.1,93.74,62.47,27.61,107.81,129.28,125.33,100.69,63.37,15.56,5.19,4.24,3.49,9.08,2.97,85.35,0.93,86.15,78.66,92.21,9.45,10.36,12.27,4.82,0.22,0.0,0.43,0.0,0.0
Sucre (ETC),Sucre,San Juan de Betulia,2016,70702,70,3813,2585,99.1,99.07,64.45,98.68,78.41,50.22,111.95,121.33,120.38,114.09,83.48,70.59,2.25,4.93,1.73,2.31,2.19,89.45,0.0,91.76,85.35,88.44,8.3,6.51,12.33,9.38,0.49,0.9,0.74,0.22,0.0
Sucre (ETC),Sucre,San Marcos,2016,70708,70,3813,14021,91.4,91.39,56.1,91.57,67.08,39.71,103.41,118.04,116.16,97.19,75.58,54.0,3.6,5.94,3.01,3.98,2.95,88.13,1.05,88.04,86.23,89.46,8.27,8.95,9.79,7.58,0.2,0.0,0.36,0.07,0.0
Sucre (ETC),Sucre,San Onofre,2016,70713,70,3813,13494,91.6,91.63,62.58,90.62,63.67,30.14,107.61,159.21,126.11,93.94,58.34,50.77,4.2,4.03,3.75,5.09,4.12,85.33,2.31,84.32,82.04,89.5,10.47,11.93,12.87,6.37,0.04,0.05,0.06,0.0,0.0
Sucre (ETC),Sucre,San Pedro,2016,70717,70,3813,3406,110.4,110.36,79.02,103.51,85.01,57.12,129.62,208.74,128.44,123.19,105.34,20.0,2.67,2.18,2.05,3.68,2.89,88.24,0.0,90.49,81.35,86.16,9.1,7.47,14.97,10.95,0.91,0.0,1.27,0.94,0.62
Sucre (ETC),Sucre,Sincé,2016,70742,70,3813,7762,77.5,77.43,54.34,77.52,59.13,33.54,88.17,103.16,96.39,87.39,61.59,60.71,4.69,4.04,3.39,6.96,3.73,84.55,0.0,89.15,75.61,81.69,10.77,7.46,17.43,14.58,0.62,0.0,0.69,0.65,0.85
Sucre (ETC),Sucre,Sucre,2016,70771,70,3813,4883,106.0,105.98,58.63,112.06,66.77,33.66,119.23,169.98,146.14,100.69,61.41,70.0,3.32,2.92,3.14,4.1,2.44,95.66,0.0,95.99,93.85,97.56,1.01,0.87,2.05,0.0,0.12,0.0,0.13,0.19,0.0
Sucre (ETC),Sucre,Santiago de Tolú,2016,70820,70,3813,8224,86.6,86.55,58.77,85.44,66.21,32.29,104.11,148.54,118.76,98.15,57.76,78.26,2.43,1.66,1.54,4.43,0.54,84.13,1.55,87.04,73.99,88.25,13.45,11.42,21.58,11.21,0.06,0.0,0.13,0.0,0.0
Sucre (ETC),Sucre,Toluviejo,2016,70823,70,3813,4401,106.3,106.2,75.41,107.06,81.1,51.33,122.4,144.86,136.64,116.26,86.68,48.0,2.56,3.26,2.11,3.23,1.8,87.14,1.15,88.69,81.92,88.29,10.3,9.2,14.85,9.91,0.04,0.19,0.04,0.0,0.0
Ibagué,Tolima,Ibagué,2016,73001,73,3816,113728,85.5,85.4,55.37,82.02,73.66,47.93,96.98,85.23,98.8,103.74,85.1,62.04,2.92,3.7,2.48,3.67,1.84,89.12,0.83,92.44,83.51,90.81,7.96,5.08,12.81,7.35,0.49,0.22,0.35,0.83,0.18
Tolima (ETC),Tolima,Alpujarra,2016,73024,73,3815,1018,74.3,74.26,55.81,71.63,65.29,40.24,81.53,68.6,84.16,88.24,68.05,41.18,2.81,1.69,1.12,4.8,4.17,91.94,0.0,93.26,88.19,93.75,5.24,5.62,7.01,2.08,0.0,0.0,0.0,0.0,0.0
Tolima (ETC),Tolima,Alvarado,2016,73026,73,3815,1944,78.7,78.7,42.59,78.96,61.97,40.0,84.47,77.16,97.22,80.76,61.02,68.97,4.69,2.4,2.74,8.44,3.89,85.26,0.0,90.55,74.3,85.56,10.05,6.72,17.26,10.56,2.07,0.0,2.49,2.06,1.67
Tolima (ETC),Tolima,Ambalema,2016,73030,73,3815,1348,82.2,82.2,33.91,79.14,65.83,34.87,89.09,80.0,105.04,90.43,53.78,75.0,8.16,9.78,3.94,15.11,4.69,82.6,0.0,89.55,69.52,85.94,9.24,6.51,15.37,9.38,5.0,1.09,3.6,9.32,0.78
Tolima (ETC),Tolima,Anzoátegui,2016,73043,73,3815,4799,42.6,42.59,22.63,40.83,37.11,21.01,45.68,33.09,50.67,49.02,32.78,35.14,6.15,4.41,2.85,11.1,6.12,88.03,0.0,90.87,82.33,88.98,5.82,6.28,6.58,4.9,0.19,0.0,0.1,0.41,0.0
Tolima (ETC),Tolima,Armero,2016,73055,73,3815,2514,90.1,90.14,44.55,85.15,79.81,44.55,106.01,85.78,111.07,114.61,85.4,70.0,3.6,3.31,3.19,4.79,1.72,92.13,0.0,91.84,90.19,96.21,4.27,4.97,5.02,2.07,0.0,0.0,0.0,0.0,0.0
Tolima (ETC),Tolima,Ataco,2016,73067,73,3815,5689,82.9,82.93,50.3,87.76,59.69,24.41,90.05,74.35,115.26,83.38,46.22,22.68,3.25,2.81,3.72,3.02,1.09,92.36,0.0,91.42,92.39,94.57,4.39,4.86,4.59,4.35,0.0,0.0,0.0,0.0,0.0
Tolima (ETC),Tolima,Cajamarca,2016,73124,73,3815,4393,85.4,85.34,51.38,84.92,70.07,36.25,95.88,74.59,104.18,97.32,81.95,33.33,3.89,4.53,3.28,5.3,1.4,91.58,0.0,93.76,87.35,93.0,4.52,2.96,7.35,5.6,0.87,0.0,0.75,1.44,0.0
Tolima (ETC),Tolima,Carmen de Apicalá,2016,73148,73,3815,1771,104.9,104.8,47.59,104.28,87.31,54.34,117.11,93.1,127.21,117.6,103.86,87.5,3.76,4.46,3.63,5.13,0.0,91.42,0.0,93.0,85.85,99.56,4.82,3.38,9.02,0.44,0.0,0.0,0.0,0.0,0.0
Tolima (ETC),Tolima,Casabianca,2016,73152,73,3815,1549,79.5,79.47,54.26,79.79,59.51,44.4,84.89,71.32,97.55,81.37,65.56,37.04,3.27,3.26,1.41,5.37,5.06,95.29,0.0,96.23,93.69,94.94,1.44,2.35,0.93,0.0,0.84,1.09,1.26,0.47,0.0
Tolima (ETC),Tolima,Chaparral,2016,73168,73,3815,11917,94.1,94.05,51.92,93.73,74.19,40.27,108.88,80.75,128.53,104.92,80.64,22.15,2.95,3.45,2.29,4.29,1.66,91.05,1.66,93.43,86.17,91.62,5.99,4.28,9.54,6.73,0.27,0.0,0.3,0.26,0.29
Tolima (ETC),Tolima,Coello,2016,73200,73,3815,2301,62.1,62.06,27.08,55.02,56.98,30.11,67.67,56.25,67.52,78.1,51.14,75.0,1.8,2.78,0.91,2.79,1.11,90.94,0.0,93.47,86.72,92.22,7.26,5.61,10.49,6.67,2.89,0.93,2.88,4.1,0.0
Tolima (ETC),Tolima,Coyaima,2016,73217,73,3815,7207,83.1,83.13,33.13,81.75,73.34,47.5,90.48,64.56,102.91,90.3,71.91,58.18,3.58,6.21,2.28,4.75,4.2,90.8,0.24,90.74,89.35,93.44,5.63,6.98,5.9,2.36,1.14,0.95,1.35,1.1,0.52
Tolima (ETC),Tolima,Cunday,2016,73226,73,3815,2247,81.6,81.58,50.52,75.1,76.9,44.07,91.32,66.67,86.72,109.84,76.29,30.77,5.41,7.03,3.23,7.4,6.19,89.5,0.0,92.22,85.48,90.48,5.09,4.55,7.12,3.33,0.21,0.0,0.12,0.27,0.48
Tolima (ETC),Tolima,Dolores,2016,73236,73,3815,1642,96.3,96.35,60.43,91.95,90.86,44.69,108.22,87.05,118.3,117.55,75.09,32.14,5.9,4.96,3.03,9.33,5.85,86.96,0.83,91.05,81.18,86.34,7.14,5.92,9.49,7.8,1.71,0.83,1.52,2.18,1.46
Tolima (ETC),Tolima,Espinal,2016,73268,73,3815,16473,85.3,85.21,45.86,81.96,70.66,51.42,95.82,80.97,99.67,96.2,92.46,70.73,4.0,3.74,2.93,5.45,3.6,84.26,0.86,87.27,78.11,85.98,11.74,9.79,16.44,10.42,0.99,0.43,1.25,1.11,0.18
Tolima (ETC),Tolima,Falan,2016,73270,73,3815,1971,88.4,88.28,44.31,79.13,83.99,52.78,100.2,69.46,97.94,104.88,112.35,60.0,4.43,6.03,2.73,6.4,3.75,88.6,0.0,91.57,82.99,92.08,6.97,5.7,10.61,4.17,0.32,0.0,0.12,0.44,0.83
Tolima (ETC),Tolima,Flandes,2016,73275,73,3815,6045,75.7,75.57,39.51,72.46,62.42,37.96,89.88,83.95,94.27,90.25,81.41,61.11,4.17,4.91,3.75,5.14,2.31,89.53,0.38,92.94,83.9,88.76,6.3,3.31,10.96,8.93,0.24,0.0,0.25,0.17,0.58
Tolima (ETC),Tolima,Fresno,2016,73283,73,3815,6708,92.1,92.04,55.1,93.25,73.48,39.93,101.88,91.41,116.17,99.87,74.84,37.66,3.96,5.09,3.0,5.55,2.86,87.74,0.81,89.69,82.16,90.78,8.29,7.31,12.29,6.36,0.83,0.41,0.79,1.15,0.32
Tolima (ETC),Tolima,Guamo,2016,73319,73,3815,6660,86.2,86.17,41.05,81.97,74.02,50.68,97.79,81.19,105.13,96.58,89.97,50.0,2.58,2.84,2.21,3.32,1.82,94.04,0.47,94.84,91.75,95.75,3.38,2.96,4.93,2.43,0.94,0.0,1.22,0.96,0.49
Tolima (ETC),Tolima,Herveo,2016,73347,73,3815,1741,86.6,86.56,55.78,85.25,70.6,33.21,96.61,78.91,107.38,102.22,65.7,32.26,4.97,3.45,3.94,7.45,2.17,85.22,0.0,87.15,78.0,93.48,9.81,8.91,14.55,4.35,2.64,1.72,2.8,3.09,0.72
Tolima (ETC),Tolima,Honda,2016,73349,73,3815,4844,82.8,82.8,44.22,79.26,72.08,41.68,99.03,81.41,98.47,111.99,84.71,80.0,4.31,4.42,4.09,4.26,5.1,87.25,0.0,87.33,84.21,90.82,8.43,8.58,11.53,4.08,1.33,0.8,1.39,1.7,0.41
Tolima (ETC),Tolima,Icononzo,2016,73352,73,3815,2348,94.7,94.68,48.57,88.25,88.95,54.31,107.28,71.9,102.79,118.51,116.45,52.94,4.21,7.95,3.2,4.38,5.25,87.44,1.32,91.28,81.24,90.74,8.34,5.52,14.38,4.01,0.25,0.0,0.39,0.11,0.31
Tolima (ETC),Tolima,Lérida,2016,73408,73,3815,3488,95.7,95.67,48.96,90.95,79.25,54.24,108.37,82.29,110.56,112.07,108.3,56.25,1.71,2.82,1.39,2.03,1.42,94.95,0.0,95.56,93.37,95.99,3.34,3.06,4.6,2.59,1.65,0.94,2.08,1.77,0.24
Tolima (ETC),Tolima,Líbano,2016,73411,73,3815,8630,89.9,89.9,52.88,85.43,77.64,39.84,104.74,79.95,111.89,112.4,83.65,32.89,3.95,3.81,2.77,5.63,3.64,90.0,0.18,93.37,85.51,85.96,6.04,3.87,8.86,10.4,1.26,0.36,1.44,1.33,0.78
Tolima (ETC),Tolima,Mariquita,2016,73443,73,3815,6839,102.7,102.57,58.58,99.69,86.95,47.95,114.08,96.64,119.53,122.24,91.6,35.56,4.53,6.17,3.44,6.0,3.32,87.85,0.0,90.87,82.3,89.08,7.61,5.7,11.7,7.59,0.2,0.0,0.22,0.26,0.0
Tolima (ETC),Tolima,Melgar,2016,73449,73,3815,8034,103.2,103.14,68.35,108.38,80.57,51.05,116.7,100.63,127.46,115.39,101.23,36.0,2.53,2.66,2.27,3.15,1.69,88.9,5.12,90.91,83.93,93.12,8.58,6.81,12.93,5.19,0.0,0.0,0.0,0.0,0.0
Tolima (ETC),Tolima,Murillo,2016,73461,73,3815,1223,65.4,65.41,22.12,63.44,53.32,28.21,71.95,49.04,81.24,76.9,49.23,20.0,2.8,1.96,0.48,5.84,3.8,88.58,0.0,91.67,81.49,93.67,8.62,7.86,12.66,2.53,0.7,0.0,0.24,1.62,0.0
Tolima (ETC),Tolima,Natagaima,2016,73483,73,3815,4520,68.5,68.43,32.43,64.75,56.4,39.42,75.64,60.54,80.47,76.83,68.19,41.67,5.27,3.47,4.2,6.62,6.15,89.49,0.0,89.49,88.02,90.26,5.24,6.31,5.36,3.59,0.07,0.0,0.08,0.0,0.26
Tolima (ETC),Tolima,Ortega,2016,73504,73,3815,7957,88.2,88.25,45.23,83.59,77.44,56.11,95.44,74.55,102.59,96.79,84.82,31.78,3.85,3.9,2.19,6.07,4.21,92.51,0.0,94.58,88.57,92.95,3.64,3.23,5.37,2.84,0.33,0.0,0.49,0.17,0.32
Tolima (ETC),Tolima,Palocabildo,2016,73520,73,3815,2037,85.5,85.47,51.48,96.36,65.64,25.83,93.62,94.08,117.16,89.04,42.64,70.83,3.29,7.55,3.72,1.62,1.75,92.27,0.0,91.86,92.09,96.49,4.44,4.42,6.29,1.75,1.1,0.0,1.01,1.8,0.0
Tolima (ETC),Tolima,Piedras,2016,73547,73,3815,1324,74.8,74.77,41.82,68.63,61.25,53.43,82.25,70.91,82.17,84.63,83.33,66.67,2.94,2.56,1.95,3.42,4.71,87.42,0.0,88.94,82.63,89.41,9.64,9.11,13.95,5.88,0.55,1.28,1.08,0.0,0.0
Tolima (ETC),Tolima,Planadas,2016,73555,73,3815,8227,78.0,77.95,44.73,86.29,60.32,26.66,85.11,78.35,105.88,78.38,48.64,22.12,6.9,4.08,5.78,9.92,5.87,88.21,0.0,89.59,83.18,90.15,4.89,4.64,6.89,3.98,0.39,0.19,0.42,0.5,0.0
Tolima (ETC),Tolima,Prado,2016,73563,73,3815,1546,110.3,110.22,51.18,107.26,95.05,55.87,125.36,100.79,141.58,128.95,87.85,44.0,4.87,5.69,4.06,6.16,3.61,90.44,0.0,93.08,84.52,95.88,4.7,2.86,9.32,0.52,0.45,0.0,0.6,0.47,0.0
Tolima (ETC),Tolima,Purificación,2016,73585,73,3815,5904,74.2,74.1,36.1,69.87,59.44,44.7,86.01,61.41,94.31,83.32,82.52,47.5,3.08,2.92,2.7,4.08,1.96,92.27,1.25,95.15,86.82,94.76,4.65,2.14,9.1,3.27,0.05,0.0,0.11,0.0,0.0
Tolima (ETC),Tolima,Rioblanco,2016,73616,73,3815,6835,71.4,71.37,44.5,72.94,54.15,25.33,77.73,68.83,92.89,73.41,50.56,20.79,6.23,4.84,5.06,8.66,5.84,86.99,1.94,87.84,84.18,86.13,6.78,7.1,7.16,8.03,0.25,0.0,0.33,0.19,0.24
Tolima (ETC),Tolima,Roncesvalles,2016,73622,73,3815,1417,85.7,85.67,55.17,85.71,68.88,30.36,94.99,87.07,105.71,102.9,53.57,24.14,6.13,2.97,5.88,6.59,8.82,86.64,0.0,91.41,77.73,85.29,7.23,2.7,15.68,5.88,0.0,0.0,0.0,0.0,0.0
Tolima (ETC),Tolima,Rovira,2016,73624,73,3815,5040,108.0,108.02,58.82,102.81,90.65,58.81,119.86,87.15,132.49,125.06,92.75,26.74,5.23,4.0,4.23,7.04,5.01,87.89,0.0,88.42,84.69,89.98,6.88,7.34,8.27,5.01,0.48,0.0,0.51,0.69,0.0
Tolima (ETC),Tolima,Saldaña,2016,73671,73,3815,3101,85.6,85.46,36.29,85.21,72.41,53.8,93.91,75.0,100.85,94.26,84.6,66.67,3.96,2.67,3.11,5.9,2.26,91.79,0.0,92.73,88.2,95.49,4.26,4.15,5.9,2.26,1.32,0.0,0.95,2.0,1.25
Tolima (ETC),Tolima,San Antonio,2016,73675,73,3815,3510,90.9,90.85,47.04,90.09,80.86,40.97,102.36,67.6,108.26,112.91,84.17,56.67,4.82,4.61,4.27,6.05,3.39,88.49,0.0,89.13,85.38,91.53,6.69,6.59,8.57,5.08,0.18,0.0,0.12,0.18,0.68
Tolima (ETC),Tolima,San Luis,2016,73678,73,3815,3975,64.2,64.2,30.3,62.25,56.85,34.15,69.69,50.3,74.71,73.49,58.99,66.67,2.81,3.01,2.42,3.45,2.46,88.41,0.0,90.73,82.11,92.62,8.77,6.85,14.44,4.92,0.63,0.0,0.73,0.86,0.0
Tolima (ETC),Tolima,Santa Isabel,2016,73686,73,3815,1551,87.1,87.11,39.1,84.6,75.1,37.1,101.16,72.18,104.88,115.56,77.02,25.93,3.71,6.25,3.2,4.53,1.6,87.33,0.0,90.7,80.82,88.0,8.96,6.1,14.66,10.4,0.0,0.0,0.0,0.0,0.0
Tolima (ETC),Tolima,Suárez,2016,73770,73,3815,944,66.0,66.0,39.74,61.42,54.43,36.54,71.5,60.26,77.41,73.42,58.33,46.67,1.78,6.38,1.64,1.72,0.0,90.22,2.13,92.79,85.78,92.31,8.0,5.57,12.5,7.69,0.0,0.0,0.0,0.0,0.0
Tolima (ETC),Tolima,Valle de San Juan,2016,73854,73,3815,1520,66.4,66.45,33.33,61.5,54.53,41.36,71.84,63.57,76.99,68.98,68.18,73.68,5.77,4.88,3.98,8.94,4.67,86.08,0.0,87.25,79.89,92.0,8.15,8.76,11.17,3.33,0.18,0.0,0.0,0.56,0.0
Tolima (ETC),Tolima,Venadillo,2016,73861,73,3815,4335,57.0,57.0,36.57,57.49,43.76,27.2,64.15,61.22,68.19,66.21,49.85,42.31,2.48,2.71,1.83,3.44,2.33,94.84,0.0,96.26,91.35,97.28,2.68,1.91,5.21,0.39,1.71,1.36,1.91,1.9,0.39
Tolima (ETC),Tolima,Villahermosa,2016,73870,73,3815,2478,73.3,73.28,48.29,78.41,52.02,30.05,80.06,75.61,98.19,66.31,63.21,19.05,5.89,4.52,4.57,8.8,5.59,85.1,1.94,86.48,78.64,89.94,9.02,8.95,12.57,4.47,0.73,0.0,0.68,1.26,0.0
Tolima (ETC),Tolima,Villarrica,2016,73873,73,3815,1103,94.1,94.11,59.14,93.07,84.11,44.81,103.72,97.85,110.82,110.96,74.32,20.0,7.16,3.33,6.24,10.26,3.94,86.05,0.0,90.74,77.18,87.4,6.79,3.02,12.56,8.66,0.0,0.0,0.0,0.0,0.0
